_id,courseId,descriptionSize,keyWord,learnerCount,lessonCount,num_reviews,price,productDifficultyLevel,productName,published_time,score,source,time
5ca03de113ba61f2f0676bac,713160,807,big data,2188,147,514,$114.99,All Levels,Monta un cluster Hadoop Big Data desde cero,2016-04-06T21:47:58Z,4.57834,udemy.com,13.5 hours
5ca03de113ba61f2f0676bae,1517354,358,big data,650,39,143,$199.99,All Levels,Big Data  : Hadoop HDFS Spark HBASE MapReduce NoSql de A à Z,2018-06-01T21:17:59Z,4.00033,udemy.com,6 hours
5ca03de113ba61f2f0676bb0,1241252,179,big data,1320,28,325,$114.99,Beginner Level,Big Data com Hadoop: direto ao ponto e foco na prática,2018-07-11T13:28:25Z,4.09309,udemy.com,3 hours
5ca03de113ba61f2f0676bb2,1182378,388,big data,1194,25,182,$99.99,Intermediate Level,Procesando el Big Data con Apache Spark (en español),2017-07-30T02:56:48Z,4.14464,udemy.com,6.5 hours
5ca03de113ba61f2f0676bb4,1431254,323,big data,1375,30,232,$199.99,Beginner Level,Big Data - Processamento de dados com Spark e PySpark,2018-04-06T15:05:26Z,4.02377,udemy.com,5.5 hours
5ca03de113ba61f2f0676bb6,1895040,189,big data,376,29,67,$24.99,All Levels,Big Data e Inteligência Artificial: Domine os Fundamentos!,2018-09-10T16:42:55Z,4.37002,udemy.com,3 hours
5ca03de113ba61f2f0676bb8,1693226,229,big data,285,19,55,$114.99,All Levels,Análisis de Big Data.,2018-06-19T20:04:24Z,4.13545,udemy.com,4 hours
5ca03de113ba61f2f0676bba,1306694,639,big data,2368,58,54,$94.99,Beginner Level,A'dan Z'ye Uygulamalı Hadoop ve Büyük Veri Eğitimi,2018-05-02T10:25:45Z,4.97717,udemy.com,10.5 hours
5ca03de113ba61f2f0676bbc,1623176,387,big data,222,27,31,$184.99,All Levels,BigData,2018-04-03T08:53:34Z,4.17452,udemy.com,6.5 hours
5ca03de113ba61f2f0676bbe,1766158,32,big data,38,10,8,$49.99,Intermediate Level,Big Data - Les fondamentaux,2018-06-27T09:18:14Z,4.06534,udemy.com,32 mins
5ca03de113ba61f2f0676bc0,784946,189,big data,991,24,388,$109.99,Beginner Level,Data Science: do Dado à Tomada de Decisão,2016-06-02T21:29:42Z,4.01901,udemy.com,3 hours
5ca03de113ba61f2f0676bc2,1948756,826,big data,359,93,19,$194.99,Beginner Level,Spark und Python für Big Data und Data Science mit PySpark,2018-11-02T18:15:57Z,4.68453,udemy.com,14 hours
5ca03de113ba61f2f0676bc4,1515972,1541,big data,545,69,56,$99.99,Intermediate Level,Aplicaciones Big Data para Data Scientist con R y Shiny,2018-06-23T19:27:13Z,4.32559,udemy.com,25.5 hours
5ca03de113ba61f2f0676bc6,1960856,128,big data,376,25,69,$44.99,All Levels,Gestão de Projetos de Data Science e Big Data,2018-10-19T19:09:49Z,4.20322,udemy.com,2 hours
5ca03de113ba61f2f0676bc8,734026,117,big data,163,20,46,$24.99,All Levels,Big Data & Analytics: Claves del emprendimiento digital!,2016-01-23T17:51:04Z,3.4924,udemy.com,2 hours
5ca03de113ba61f2f0676bca,1758130,287,big data,115,24,6,$49.99,All Levels,Big Data Dünyası - Cassandra Uygulama,2018-07-19T12:35:30Z,4.72816,udemy.com,5 hours
5ca03de613ba61f2f0676bcd,1883920,49,big data,32,11,3,$64.99,All Levels,Aprenda agora o que é realmente Big Data,2018-09-01T18:41:15Z,3.57109,udemy.com,1 hour
5ca03de613ba61f2f0676bcf,571560,174,big data,143,12,44,$34.99,Expert Level,Fundamentos de NoSQL e Big Data para Concursos Públicos,2015-08-04T21:29:54Z,4.37104,udemy.com,3 hours
5ca03de613ba61f2f0676bd1,1227016,556,big data,42,70,10,$69.99,Beginner Level,Yeni Başlayanlar için Big Data: NoSQL & Spark & Hadoop,2018-05-16T07:33:27Z,4.16699,udemy.com,9.5 hours
5ca03de613ba61f2f0676bd4,2144630,191,big data,3,10,1,$29.99,Intermediate Level,赵强老师：BigData 电商大数据项目实战(Hadoop+Spark)系列课程（2）,2019-01-12T04:35:07Z,5.0,udemy.com,3 hours
5ca03de613ba61f2f0676bd6,1689450,1522,big data,6219,165,39,$94.99,All Levels,A'dan Z'ye Apache Spark (Scala & Python),2019-02-12T12:37:44Z,4.54914,udemy.com,25.5 hours
5ca03de613ba61f2f0676bd8,1327282,403,big data,1051,79,119,$199.99,Beginner Level,"Power BI: Başlangıçtan Profesyonel Seviyeye (R, Big Data)",2018-04-25T14:12:14Z,4.16307,udemy.com,6.5 hours
5ca03de613ba61f2f0676bda,2144754,328,big data,2,13,0,$49.99,Expert Level,赵强老师：BigData 电商大数据项目实战(Hadoop+Spark)系列课程（5）,2019-01-12T05:14:13Z,0.0,udemy.com,5.5 hours
5ca03de613ba61f2f0676bdc,2143456,102,big data,3,5,0,$19.99,Intermediate Level,赵强老师：BigData 电商大数据项目实战(Hadoop+Spark)系列课程（1）,2019-01-12T04:34:26Z,0.0,udemy.com,1.5 hours
5ca03de613ba61f2f0676bde,1195090,202,big data,2361,17,478,$29.99,All Levels,Aprenda a Programar em R,2017-05-02T02:35:19Z,4.13327,udemy.com,3.5 hours
5ca03de613ba61f2f0676be0,2038458,564,big data,4,24,0,$59.99,Expert Level,赵强老师：大数据从入门到精通系列课程 06,2018-11-27T02:37:26Z,0.0,udemy.com,9.5 hours
